year,jornada,date,stadium,teamA,logo_teamA,teamB,logo_teamB,scoreTeamA,scoreTeamB,winner,winnerAsNumeric
1931,5,04 Ene 31,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Alavés,Alavés.jpg,1,0,Real Madrid,1
1931,6,11 Ene 31,San Mamés,Athletic,Athletic.jpg,Arenas,Arenas.jpg,5,2,Athletic,1
1931,6,11 Ene 31,Camp Nou,Barcelona,Barcelona.jpg,Espanyol,Espanyol.jpg,6,2,Barcelona,1
1931,6,11 Ene 31,Mendizorroza,Alavés,Alavés.jpg,Real Unión,Real Unión.jpg,3,1,Alavés,1
1931,6,11 Ene 31,Campos de Sport de El Sardinero,Racing,Racing.jpg,Real Madrid,Real Madrid.jpg,3,0,Racing,1
1931,6,11 Ene 31,Anoeta,Sociedad,Sociedad.jpg,CE Europa,CE Europa.jpg,3,1,Sociedad,1
1931,7,18 Ene 31,Municipal de Gobela,Arenas,Arenas.jpg,Sociedad,Sociedad.jpg,1,3,Sociedad,2
1931,7,18 Ene 31,Mendizorroza,Alavés,Alavés.jpg,Racing,Racing.jpg,2,5,Racing,2
1931,7,18 Ene 31,RCDE Stadium,Espanyol,Espanyol.jpg,CE Europa,CE Europa.jpg,4,0,Espanyol,1
1931,7,18 Ene 31,Stadium Gal,Real Unión,Real Unión.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
1931,7,18 Ene 31,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Athletic,Athletic.jpg,0,6,Athletic,2
1931,8,25 Ene 31,San Mamés,Athletic,Athletic.jpg,Espanyol,Espanyol.jpg,5,1,Athletic,1
1931,8,25 Ene 31,Camp Nou,Barcelona,Barcelona.jpg,Alavés,Alavés.jpg,1,1,Draw,0
1931,8,25 Ene 31,Municipal Nou Sardenya,CE Europa,CE Europa.jpg,Arenas,Arenas.jpg,1,4,Arenas,2
1931,8,25 Ene 31,Campos de Sport de El Sardinero,Racing,Racing.jpg,Real Unión,Real Unión.jpg,4,1,Racing,1
1931,8,25 Ene 31,Anoeta,Sociedad,Sociedad.jpg,Real Madrid,Real Madrid.jpg,2,1,Sociedad,1
1931,9,01 Feb 31,Municipal de Gobela,Arenas,Arenas.jpg,Racing,Racing.jpg,4,2,Arenas,1
1931,9,01 Feb 31,Mendizorroza,Alavés,Alavés.jpg,CE Europa,CE Europa.jpg,2,0,Alavés,1
1931,9,01 Feb 31,RCDE Stadium,Espanyol,Espanyol.jpg,Sociedad,Sociedad.jpg,1,0,Espanyol,1
1931,9,01 Feb 31,Stadium Gal,Real Unión,Real Unión.jpg,Athletic,Athletic.jpg,2,3,Athletic,2
1931,9,01 Feb 31,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Barcelona,Barcelona.jpg,0,0,Draw,0
1931,10,08 Feb 31,San Mamés,Athletic,Athletic.jpg,Barcelona,Barcelona.jpg,12,1,Athletic,1
1931,10,08 Feb 31,Mendizorroza,Alavés,Alavés.jpg,Sociedad,Sociedad.jpg,1,2,Sociedad,2
1931,10,08 Feb 31,RCDE Stadium,Espanyol,Espanyol.jpg,Real Madrid,Real Madrid.jpg,1,1,Draw,0
1931,10,08 Feb 31,Municipal Nou Sardenya,CE Europa,CE Europa.jpg,Racing,Racing.jpg,1,2,Racing,2
1931,10,08 Feb 31,Stadium Gal,Real Unión,Real Unión.jpg,Arenas,Arenas.jpg,2,2,Draw,0
1931,11,15 Feb 31,Municipal de Gobela,Arenas,Arenas.jpg,Alavés,Alavés.jpg,1,1,Draw,0
1931,11,15 Feb 31,Camp Nou,Barcelona,Barcelona.jpg,CE Europa,CE Europa.jpg,0,2,CE Europa,2
1931,11,15 Feb 31,Campos de Sport de El Sardinero,Racing,Racing.jpg,Espanyol,Espanyol.jpg,4,0,Racing,1
1931,11,15 Feb 31,Anoeta,Sociedad,Sociedad.jpg,Athletic,Athletic.jpg,1,0,Sociedad,1
1931,11,15 Feb 31,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Real Unión,Real Unión.jpg,3,0,Real Madrid,1
1931,12,22 Feb 31,San Mamés,Athletic,Athletic.jpg,Racing,Racing.jpg,7,1,Athletic,1
1931,12,22 Feb 31,Camp Nou,Barcelona,Barcelona.jpg,Sociedad,Sociedad.jpg,5,1,Barcelona,1
1931,12,22 Feb 31,RCDE Stadium,Espanyol,Espanyol.jpg,Alavés,Alavés.jpg,2,0,Espanyol,1
1931,12,22 Feb 31,Stadium Gal,Real Unión,Real Unión.jpg,CE Europa,CE Europa.jpg,4,3,Real Unión,1
1931,12,22 Feb 31,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Arenas,Arenas.jpg,1,2,Arenas,2
1931,13,01 Mar 31,Municipal de Gobela,Arenas,Arenas.jpg,Espanyol,Espanyol.jpg,1,0,Arenas,1
1931,13,01 Mar 31,Mendizorroza,Alavés,Alavés.jpg,Athletic,Athletic.jpg,1,4,Athletic,2
1931,13,01 Mar 31,Municipal Nou Sardenya,CE Europa,CE Europa.jpg,Real Madrid,Real Madrid.jpg,0,3,Real Madrid,2
1931,13,01 Mar 31,Campos de Sport de El Sardinero,Racing,Racing.jpg,Barcelona,Barcelona.jpg,0,1,Barcelona,2
1931,13,01 Mar 31,Anoeta,Sociedad,Sociedad.jpg,Real Unión,Real Unión.jpg,3,3,Draw,0
1931,14,08 Mar 31,San Mamés,Athletic,Athletic.jpg,CE Europa,CE Europa.jpg,4,1,Athletic,1
1931,14,08 Mar 31,Camp Nou,Barcelona,Barcelona.jpg,Arenas,Arenas.jpg,2,0,Barcelona,1
1931,14,08 Mar 31,Mendizorroza,Alavés,Alavés.jpg,Real Madrid,Real Madrid.jpg,2,0,Alavés,1
1931,14,08 Mar 31,RCDE Stadium,Espanyol,Espanyol.jpg,Real Unión,Real Unión.jpg,4,2,Espanyol,1
1931,14,08 Mar 31,Anoeta,Sociedad,Sociedad.jpg,Racing,Racing.jpg,4,7,Racing,2
1931,15,14 Mar 31,Municipal Nou Sardenya,CE Europa,CE Europa.jpg,Sociedad,Sociedad.jpg,2,1,CE Europa,1
1931,15,15 Mar 31,Municipal de Gobela,Arenas,Arenas.jpg,Athletic,Athletic.jpg,3,2,Arenas,1
1931,15,15 Mar 31,Stadium Gal,Real Unión,Real Unión.jpg,Alavés,Alavés.jpg,4,1,Real Unión,1
1931,15,15 Mar 31,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Racing,Racing.jpg,0,0,Draw,0
1931,15,17 Mar 31,RCDE Stadium,Espanyol,Espanyol.jpg,Barcelona,Barcelona.jpg,4,4,Draw,0
1931,16,22 Mar 31,San Mamés,Athletic,Athletic.jpg,Real Madrid,Real Madrid.jpg,2,4,Real Madrid,2
1931,16,22 Mar 31,Camp Nou,Barcelona,Barcelona.jpg,Real Unión,Real Unión.jpg,5,3,Barcelona,1
1931,16,22 Mar 31,Municipal Nou Sardenya,CE Europa,CE Europa.jpg,Espanyol,Espanyol.jpg,3,1,CE Europa,1
1931,16,22 Mar 31,Campos de Sport de El Sardinero,Racing,Racing.jpg,Alavés,Alavés.jpg,4,0,Racing,1
1931,16,22 Mar 31,Anoeta,Sociedad,Sociedad.jpg,Arenas,Arenas.jpg,4,1,Sociedad,1
1931,17,29 Mar 31,Municipal de Gobela,Arenas,Arenas.jpg,CE Europa,CE Europa.jpg,1,0,Arenas,1
1931,17,29 Mar 31,Mendizorroza,Alavés,Alavés.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
1931,17,29 Mar 31,RCDE Stadium,Espanyol,Espanyol.jpg,Athletic,Athletic.jpg,0,4,Athletic,2
1931,17,29 Mar 31,Stadium Gal,Real Unión,Real Unión.jpg,Racing,Racing.jpg,4,3,Real Unión,1
1931,17,29 Mar 31,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sociedad,Sociedad.jpg,2,0,Real Madrid,1
1931,18,05 Abr 31,San Mamés,Athletic,Athletic.jpg,Real Unión,Real Unión.jpg,1,2,Real Unión,2
1931,18,05 Abr 31,Camp Nou,Barcelona,Barcelona.jpg,Real Madrid,Real Madrid.jpg,3,1,Barcelona,1
1931,18,05 Abr 31,Municipal Nou Sardenya,CE Europa,CE Europa.jpg,Alavés,Alavés.jpg,1,0,CE Europa,1
1931,18,05 Abr 31,Campos de Sport de El Sardinero,Racing,Racing.jpg,Arenas,Arenas.jpg,4,1,Racing,1
1931,18,05 Abr 31,Anoeta,Sociedad,Sociedad.jpg,Espanyol,Espanyol.jpg,2,1,Sociedad,1
1932,1,22 Nov 31,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Athletic,Athletic.jpg,1,1,Draw,0
1932,1,22 Nov 31,Stadium Gal,Real Unión,Real Unión.jpg,Barcelona,Barcelona.jpg,1,3,Barcelona,2
1932,1,22 Nov 31,RCDE Stadium,Espanyol,Espanyol.jpg,Valencia,Valencia.jpg,3,0,Espanyol,1
1932,1,22 Nov 31,Mendizorroza,Alavés,Alavés.jpg,Racing,Racing.jpg,1,2,Racing,2
1932,1,22 Nov 31,Municipal de Gobela,Arenas,Arenas.jpg,Sociedad,Sociedad.jpg,2,1,Arenas,1
1932,2,29 Nov 31,Mestalla,Valencia,Valencia.jpg,Real Unión,Real Unión.jpg,5,1,Valencia,1
1932,2,29 Nov 31,Anoeta,Sociedad,Sociedad.jpg,Real Madrid,Real Madrid.jpg,1,2,Real Madrid,2
1932,2,29 Nov 31,Campos de Sport de El Sardinero,Racing,Racing.jpg,Espanyol,Espanyol.jpg,2,1,Racing,1
1932,2,29 Nov 31,Camp Nou,Barcelona,Barcelona.jpg,Arenas,Arenas.jpg,2,2,Draw,0
1932,2,29 Nov 31,San Mamés,Athletic,Athletic.jpg,Alavés,Alavés.jpg,3,2,Athletic,1
1932,3,20 Dic 31,Mestalla,Valencia,Valencia.jpg,Real Madrid,Real Madrid.jpg,1,1,Draw,0
1932,3,20 Dic 31,Stadium Gal,Real Unión,Real Unión.jpg,Athletic,Athletic.jpg,1,5,Athletic,2
1932,3,20 Dic 31,RCDE Stadium,Espanyol,Espanyol.jpg,Barcelona,Barcelona.jpg,0,3,Barcelona,2
1932,3,20 Dic 31,Mendizorroza,Alavés,Alavés.jpg,Sociedad,Sociedad.jpg,1,2,Sociedad,2
1932,3,20 Dic 31,Municipal de Gobela,Arenas,Arenas.jpg,Racing,Racing.jpg,3,1,Arenas,1
1932,4,27 Dic 31,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Alavés,Alavés.jpg,5,0,Real Madrid,1
1932,4,27 Dic 31,Anoeta,Sociedad,Sociedad.jpg,Valencia,Valencia.jpg,7,1,Sociedad,1
1932,4,27 Dic 31,Campos de Sport de El Sardinero,Racing,Racing.jpg,Real Unión,Real Unión.jpg,2,2,Draw,0
1932,4,27 Dic 31,RCDE Stadium,Espanyol,Espanyol.jpg,Arenas,Arenas.jpg,4,2,Espanyol,1
1932,4,27 Dic 31,San Mamés,Athletic,Athletic.jpg,Barcelona,Barcelona.jpg,3,0,Athletic,1
1932,5,06 Ene 32,Mendizorroza,Alavés,Alavés.jpg,Espanyol,Espanyol.jpg,4,1,Alavés,1
1932,5,03 Ene 32,Mestalla,Valencia,Valencia.jpg,Athletic,Athletic.jpg,0,0,Draw,0
1932,5,03 Ene 32,Anoeta,Sociedad,Sociedad.jpg,Real Unión,Real Unión.jpg,5,0,Sociedad,1
1932,5,03 Ene 32,Camp Nou,Barcelona,Barcelona.jpg,Racing,Racing.jpg,4,2,Barcelona,1
1932,5,03 Ene 32,Municipal de Gobela,Arenas,Arenas.jpg,Real Madrid,Real Madrid.jpg,2,2,Draw,0
1932,6,10 Ene 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Espanyol,Espanyol.jpg,3,0,Real Madrid,1
1932,6,10 Ene 32,Stadium Gal,Real Unión,Real Unión.jpg,Arenas,Arenas.jpg,1,0,Real Unión,1
1932,6,10 Ene 32,Campos de Sport de El Sardinero,Racing,Racing.jpg,Valencia,Valencia.jpg,4,1,Racing,1
1932,6,10 Ene 32,Camp Nou,Barcelona,Barcelona.jpg,Alavés,Alavés.jpg,6,0,Barcelona,1
1932,6,10 Ene 32,San Mamés,Athletic,Athletic.jpg,Sociedad,Sociedad.jpg,5,1,Athletic,1
1932,7,17 Ene 32,Mestalla,Valencia,Valencia.jpg,Barcelona,Barcelona.jpg,0,0,Draw,0
1932,7,17 Ene 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Real Unión,Real Unión.jpg,3,2,Real Madrid,1
1932,7,17 Ene 32,Anoeta,Sociedad,Sociedad.jpg,Racing,Racing.jpg,1,5,Racing,2
1932,7,17 Ene 32,RCDE Stadium,Espanyol,Espanyol.jpg,Athletic,Athletic.jpg,1,0,Espanyol,1
1932,7,17 Ene 32,Municipal de Gobela,Arenas,Arenas.jpg,Alavés,Alavés.jpg,4,2,Arenas,1
1932,8,24 Ene 32,Stadium Gal,Real Unión,Real Unión.jpg,Espanyol,Espanyol.jpg,4,1,Real Unión,1
1932,8,24 Ene 32,Campos de Sport de El Sardinero,Racing,Racing.jpg,Real Madrid,Real Madrid.jpg,0,0,Draw,0
1932,8,24 Ene 32,Mendizorroza,Alavés,Alavés.jpg,Valencia,Valencia.jpg,2,1,Alavés,1
1932,8,24 Ene 32,Camp Nou,Barcelona,Barcelona.jpg,Sociedad,Sociedad.jpg,2,0,Barcelona,1
1932,8,24 Ene 32,San Mamés,Athletic,Athletic.jpg,Arenas,Arenas.jpg,4,1,Athletic,1
1932,9,31 Ene 32,Mestalla,Valencia,Valencia.jpg,Arenas,Arenas.jpg,3,2,Valencia,1
1932,9,31 Ene 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Barcelona,Barcelona.jpg,2,0,Real Madrid,1
1932,9,31 Ene 32,Stadium Gal,Real Unión,Real Unión.jpg,Alavés,Alavés.jpg,0,2,Alavés,2
1932,9,31 Ene 32,RCDE Stadium,Espanyol,Espanyol.jpg,Sociedad,Sociedad.jpg,2,0,Espanyol,1
1932,9,31 Ene 32,San Mamés,Athletic,Athletic.jpg,Racing,Racing.jpg,3,2,Athletic,1
1932,10,07 Feb 32,Mestalla,Valencia,Valencia.jpg,Espanyol,Espanyol.jpg,3,1,Valencia,1
1932,10,07 Feb 32,Anoeta,Sociedad,Sociedad.jpg,Arenas,Arenas.jpg,7,0,Sociedad,1
1932,10,07 Feb 32,Campos de Sport de El Sardinero,Racing,Racing.jpg,Alavés,Alavés.jpg,1,1,Draw,0
1932,10,07 Feb 32,Camp Nou,Barcelona,Barcelona.jpg,Real Unión,Real Unión.jpg,3,2,Barcelona,1
1932,10,07 Feb 32,San Mamés,Athletic,Athletic.jpg,Real Madrid,Real Madrid.jpg,3,3,Draw,0
1932,11,16 Feb 32,Stadium Gal,Real Unión,Real Unión.jpg,Valencia,Valencia.jpg,3,2,Real Unión,1
1932,11,16 Feb 32,RCDE Stadium,Espanyol,Espanyol.jpg,Racing,Racing.jpg,6,1,Espanyol,1
1932,11,14 Feb 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sociedad,Sociedad.jpg,1,0,Real Madrid,1
1932,11,14 Feb 32,Mendizorroza,Alavés,Alavés.jpg,Athletic,Athletic.jpg,0,1,Athletic,2
1932,11,14 Feb 32,Municipal de Gobela,Arenas,Arenas.jpg,Barcelona,Barcelona.jpg,1,3,Barcelona,2
1932,12,21 Feb 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Valencia,Valencia.jpg,4,1,Real Madrid,1
1932,12,21 Feb 32,Anoeta,Sociedad,Sociedad.jpg,Alavés,Alavés.jpg,4,1,Sociedad,1
1932,12,21 Feb 32,Campos de Sport de El Sardinero,Racing,Racing.jpg,Arenas,Arenas.jpg,1,1,Draw,0
1932,12,21 Feb 32,Camp Nou,Barcelona,Barcelona.jpg,Espanyol,Espanyol.jpg,2,2,Draw,0
1932,12,21 Feb 32,San Mamés,Athletic,Athletic.jpg,Real Unión,Real Unión.jpg,2,1,Athletic,1
1932,13,28 Feb 32,Mestalla,Valencia,Valencia.jpg,Sociedad,Sociedad.jpg,4,0,Valencia,1
1932,13,28 Feb 32,Stadium Gal,Real Unión,Real Unión.jpg,Racing,Racing.jpg,2,2,Draw,0
1932,13,28 Feb 32,Mendizorroza,Alavés,Alavés.jpg,Real Madrid,Real Madrid.jpg,0,1,Real Madrid,2
1932,13,28 Feb 32,Camp Nou,Barcelona,Barcelona.jpg,Athletic,Athletic.jpg,1,3,Athletic,2
1932,13,28 Feb 32,Municipal de Gobela,Arenas,Arenas.jpg,Espanyol,Espanyol.jpg,3,2,Arenas,1
1932,14,06 Mar 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Arenas,Arenas.jpg,4,0,Real Madrid,1
1932,14,06 Mar 32,Stadium Gal,Real Unión,Real Unión.jpg,Sociedad,Sociedad.jpg,2,0,Real Unión,1
1932,14,06 Mar 32,Campos de Sport de El Sardinero,Racing,Racing.jpg,Barcelona,Barcelona.jpg,3,2,Racing,1
1932,14,06 Mar 32,RCDE Stadium,Espanyol,Espanyol.jpg,Alavés,Alavés.jpg,4,0,Espanyol,1
1932,14,06 Mar 32,San Mamés,Athletic,Athletic.jpg,Valencia,Valencia.jpg,7,2,Athletic,1
1932,15,13 Mar 32,Municipal de Gobela,Arenas,Arenas.jpg,Real Unión,Real Unión.jpg,5,0,Arenas,1
1932,15,13 Mar 32,Mendizorroza,Alavés,Alavés.jpg,Barcelona,Barcelona.jpg,1,3,Barcelona,2
1932,15,13 Mar 32,RCDE Stadium,Espanyol,Espanyol.jpg,Real Madrid,Real Madrid.jpg,1,2,Real Madrid,2
1932,15,13 Mar 32,Anoeta,Sociedad,Sociedad.jpg,Athletic,Athletic.jpg,3,2,Sociedad,1
1932,15,13 Mar 32,Mestalla,Valencia,Valencia.jpg,Racing,Racing.jpg,6,4,Valencia,1
1932,16,20 Mar 32,San Mamés,Athletic,Athletic.jpg,Espanyol,Espanyol.jpg,4,0,Athletic,1
1932,16,20 Mar 32,Camp Nou,Barcelona,Barcelona.jpg,Valencia,Valencia.jpg,3,2,Barcelona,1
1932,16,20 Mar 32,Mendizorroza,Alavés,Alavés.jpg,Arenas,Arenas.jpg,3,1,Alavés,1
1932,16,20 Mar 32,Campos de Sport de El Sardinero,Racing,Racing.jpg,Sociedad,Sociedad.jpg,2,1,Racing,1
1932,16,20 Mar 32,Stadium Gal,Real Unión,Real Unión.jpg,Real Madrid,Real Madrid.jpg,1,1,Draw,0
1932,17,27 Mar 32,Municipal de Gobela,Arenas,Arenas.jpg,Athletic,Athletic.jpg,2,1,Arenas,1
1932,17,27 Mar 32,RCDE Stadium,Espanyol,Espanyol.jpg,Real Unión,Real Unión.jpg,3,1,Espanyol,1
1932,17,27 Mar 32,Anoeta,Sociedad,Sociedad.jpg,Barcelona,Barcelona.jpg,0,1,Barcelona,2
1932,17,27 Mar 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Racing,Racing.jpg,0,0,Draw,0
1932,17,27 Mar 32,Mestalla,Valencia,Valencia.jpg,Alavés,Alavés.jpg,5,1,Valencia,1
1932,18,03 Abr 32,Municipal de Gobela,Arenas,Arenas.jpg,Valencia,Valencia.jpg,4,1,Arenas,1
1932,18,03 Abr 32,Camp Nou,Barcelona,Barcelona.jpg,Real Madrid,Real Madrid.jpg,2,2,Draw,0
1932,18,03 Abr 32,Mendizorroza,Alavés,Alavés.jpg,Real Unión,Real Unión.jpg,1,0,Alavés,1
1932,18,03 Abr 32,Campos de Sport de El Sardinero,Racing,Racing.jpg,Athletic,Athletic.jpg,2,0,Racing,1
1932,18,03 Abr 32,Anoeta,Sociedad,Sociedad.jpg,Espanyol,Espanyol.jpg,5,2,Sociedad,1
1933,1,27 Nov 32,San Mamés,Athletic,Athletic.jpg,Real Betis,Real Betis.jpg,9,1,Athletic,1
1933,1,27 Nov 32,Mendizorroza,Alavés,Alavés.jpg,Racing,Racing.jpg,8,2,Alavés,1
1933,1,27 Nov 32,RCDE Stadium,Espanyol,Espanyol.jpg,Real Madrid,Real Madrid.jpg,2,1,Espanyol,1
1933,1,27 Nov 32,Anoeta,Sociedad,Sociedad.jpg,Barcelona,Barcelona.jpg,2,2,Draw,0
1933,1,27 Nov 32,Mestalla,Valencia,Valencia.jpg,Arenas,Arenas.jpg,3,2,Valencia,1
1933,2,04 Dic 32,Municipal de Gobela,Arenas,Arenas.jpg,Espanyol,Espanyol.jpg,0,2,Espanyol,2
1933,2,04 Dic 32,Camp Nou,Barcelona,Barcelona.jpg,Alavés,Alavés.jpg,2,0,Barcelona,1
1933,2,04 Dic 32,Benito Villamarín,Real Betis,Real Betis.jpg,Valencia,Valencia.jpg,3,2,Real Betis,1
1933,2,04 Dic 32,Campos de Sport de El Sardinero,Racing,Racing.jpg,Athletic,Athletic.jpg,0,1,Athletic,2
1933,2,04 Dic 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sociedad,Sociedad.jpg,6,2,Real Madrid,1
1933,3,11 Dic 32,San Mamés,Athletic,Athletic.jpg,Arenas,Arenas.jpg,3,1,Athletic,1
1933,3,11 Dic 32,Mendizorroza,Alavés,Alavés.jpg,Real Madrid,Real Madrid.jpg,0,1,Real Madrid,2
1933,3,11 Dic 32,RCDE Stadium,Espanyol,Espanyol.jpg,Racing,Racing.jpg,2,1,Espanyol,1
1933,3,11 Dic 32,Mestalla,Valencia,Valencia.jpg,Barcelona,Barcelona.jpg,2,2,Draw,0
1933,3,12 Dic 32,Benito Villamarín,Real Betis,Real Betis.jpg,Sociedad,Sociedad.jpg,4,2,Real Betis,1
1933,4,18 Dic 32,San Mamés,Athletic,Athletic.jpg,Espanyol,Espanyol.jpg,0,2,Espanyol,2
1933,4,18 Dic 32,Camp Nou,Barcelona,Barcelona.jpg,Arenas,Arenas.jpg,5,2,Barcelona,1
1933,4,18 Dic 32,Campos de Sport de El Sardinero,Racing,Racing.jpg,Valencia,Valencia.jpg,2,0,Racing,1
1933,4,18 Dic 32,Anoeta,Sociedad,Sociedad.jpg,Alavés,Alavés.jpg,3,1,Sociedad,1
1933,4,18 Dic 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Real Betis,Real Betis.jpg,4,1,Real Madrid,1
1933,5,25 Dic 32,Municipal de Gobela,Arenas,Arenas.jpg,Racing,Racing.jpg,2,1,Arenas,1
1933,5,25 Dic 32,Benito Villamarín,Real Betis,Real Betis.jpg,Barcelona,Barcelona.jpg,2,1,Real Betis,1
1933,5,25 Dic 32,Mendizorroza,Alavés,Alavés.jpg,Athletic,Athletic.jpg,0,2,Athletic,2
1933,5,25 Dic 32,RCDE Stadium,Espanyol,Espanyol.jpg,Sociedad,Sociedad.jpg,3,0,Espanyol,1
1933,5,25 Dic 32,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Valencia,Valencia.jpg,6,0,Real Madrid,1
1933,6,01 Ene 33,Municipal de Gobela,Arenas,Arenas.jpg,Alavés,Alavés.jpg,3,0,Arenas,1
1933,6,01 Ene 33,Camp Nou,Barcelona,Barcelona.jpg,Real Madrid,Real Madrid.jpg,1,1,Draw,0
1933,6,01 Ene 33,Campos de Sport de El Sardinero,Racing,Racing.jpg,Real Betis,Real Betis.jpg,2,2,Draw,0
1933,6,01 Ene 33,Anoeta,Sociedad,Sociedad.jpg,Athletic,Athletic.jpg,2,4,Athletic,2
1933,6,01 Ene 33,Mestalla,Valencia,Valencia.jpg,Espanyol,Espanyol.jpg,1,1,Draw,0
1933,7,08 Ene 33,San Mamés,Athletic,Athletic.jpg,Barcelona,Barcelona.jpg,1,3,Barcelona,2
1933,7,08 Ene 33,Benito Villamarín,Real Betis,Real Betis.jpg,Arenas,Arenas.jpg,1,1,Draw,0
1933,7,08 Ene 33,RCDE Stadium,Espanyol,Espanyol.jpg,Alavés,Alavés.jpg,3,1,Espanyol,1
1933,7,08 Ene 33,Anoeta,Sociedad,Sociedad.jpg,Valencia,Valencia.jpg,4,1,Sociedad,1
1933,7,08 Ene 33,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Racing,Racing.jpg,4,1,Real Madrid,1
1933,8,15 Ene 33,Mestalla,Valencia,Valencia.jpg,Athletic,Athletic.jpg,1,5,Athletic,2
1933,8,17 Ene 33,Municipal de Gobela,Arenas,Arenas.jpg,Real Madrid,Real Madrid.jpg,1,5,Real Madrid,2
1933,8,17 Ene 33,Camp Nou,Barcelona,Barcelona.jpg,Espanyol,Espanyol.jpg,1,1,Draw,0
1933,8,17 Ene 33,Mendizorroza,Alavés,Alavés.jpg,Real Betis,Real Betis.jpg,2,0,Alavés,1
1933,8,17 Ene 33,Campos de Sport de El Sardinero,Racing,Racing.jpg,Sociedad,Sociedad.jpg,7,1,Racing,1
1933,9,22 Ene 33,San Mamés,Athletic,Athletic.jpg,Real Madrid,Real Madrid.jpg,0,2,Real Madrid,2
1933,9,22 Ene 33,Camp Nou,Barcelona,Barcelona.jpg,Racing,Racing.jpg,4,0,Barcelona,1
1933,9,22 Ene 33,Benito Villamarín,Real Betis,Real Betis.jpg,Espanyol,Espanyol.jpg,1,2,Espanyol,2
1933,9,22 Ene 33,Anoeta,Sociedad,Sociedad.jpg,Arenas,Arenas.jpg,2,1,Sociedad,1
1933,9,22 Ene 33,Mestalla,Valencia,Valencia.jpg,Alavés,Alavés.jpg,5,2,Valencia,1
1933,10,29 Ene 33,Municipal de Gobela,Arenas,Arenas.jpg,Valencia,Valencia.jpg,2,2,Draw,0
1933,10,29 Ene 33,Camp Nou,Barcelona,Barcelona.jpg,Sociedad,Sociedad.jpg,3,2,Barcelona,1
1933,10,29 Ene 33,Benito Villamarín,Real Betis,Real Betis.jpg,Athletic,Athletic.jpg,1,5,Athletic,2
1933,10,29 Ene 33,Campos de Sport de El Sardinero,Racing,Racing.jpg,Alavés,Alavés.jpg,9,0,Racing,1
1933,10,29 Ene 33,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Espanyol,Espanyol.jpg,2,0,Real Madrid,1
1933,11,05 Feb 33,San Mamés,Athletic,Athletic.jpg,Racing,Racing.jpg,9,5,Athletic,1
1933,11,05 Feb 33,Mendizorroza,Alavés,Alavés.jpg,Barcelona,Barcelona.jpg,2,1,Alavés,1
1933,11,05 Feb 33,RCDE Stadium,Espanyol,Espanyol.jpg,Arenas,Arenas.jpg,3,2,Espanyol,1
1933,11,05 Feb 33,Anoeta,Sociedad,Sociedad.jpg,Real Madrid,Real Madrid.jpg,1,2,Real Madrid,2
1933,11,05 Feb 33,Mestalla,Valencia,Valencia.jpg,Real Betis,Real Betis.jpg,2,1,Valencia,1
1933,12,12 Feb 33,Municipal de Gobela,Arenas,Arenas.jpg,Athletic,Athletic.jpg,4,2,Arenas,1
1933,12,12 Feb 33,Camp Nou,Barcelona,Barcelona.jpg,Valencia,Valencia.jpg,4,2,Barcelona,1
1933,12,12 Feb 33,Campos de Sport de El Sardinero,Racing,Racing.jpg,Espanyol,Espanyol.jpg,3,1,Racing,1
1933,12,12 Feb 33,Anoeta,Sociedad,Sociedad.jpg,Real Betis,Real Betis.jpg,2,2,Draw,0
1933,12,12 Feb 33,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Alavés,Alavés.jpg,2,0,Real Madrid,1
1933,13,19 Feb 33,Municipal de Gobela,Arenas,Arenas.jpg,Barcelona,Barcelona.jpg,5,1,Arenas,1
1933,13,19 Feb 33,Benito Villamarín,Real Betis,Real Betis.jpg,Real Madrid,Real Madrid.jpg,0,0,Draw,0
1933,13,19 Feb 33,RCDE Stadium,Espanyol,Espanyol.jpg,Athletic,Athletic.jpg,2,5,Athletic,2
1933,13,19 Feb 33,Mestalla,Valencia,Valencia.jpg,Racing,Racing.jpg,6,2,Valencia,1
